# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.9.5

banned.b6277bea-8eb2-44f2-aea6-62cd54f19387, boolean, 00
blacklist::78, string, 800179
blacklist::79, string, 800175
blacklist::80, string, 800179
blacklist::81, string, 800175
blacklist::82, string, 800179
blacklist::83, string, 800175
blacklist::84, string, 800179
blacklist::85, string, 800175
blacklist::86, string, 800179
blacklist::87, string, 800175
blacklist::88, string, 800179
blacklist::89, string, 800175
blacklist::90, string, 800179
blacklist::91, string, 800175
blacklist::92, string, 800179
blacklist::93, string, 800175
blacklist::94, string, 800179
blacklist::95, string, 800175
blacklist::96, string, 800179
blacklist::97, string, 800175
blacklist::98, string, 800179
blacklist::99, string, 800175
blacklist::100, string, 800179
blacklist::101, string, 800175
blacklist::102, string, 800179
blacklist::103, string, 800175
blacklist::104, string, 800179
blacklist::105, string, 800175
blacklist::106, string, 800179
blacklist::107, string, 800175
blacklist::108, string, 800179
blacklist::109, string, 800175
blacklist::110, string, 800179
blacklist::111, string, 800175
blacklist::112, string, 800179
blacklist::113, string, 800175
blacklist::114, string, 800179
blacklist::115, string, 800175
blacklist::116, string, 800179
blacklist::117, string, 800175
blacklist::118, string, 800179
blacklist::119, string, 800175
blacklist::120, string, 800179
blacklist::121, string, 800175
blacklist::122, string, 800179
blacklist::123, string, 800175
blacklist::124, string, 800179
blacklist::125, string, 800175
blacklist::126, string, 800179
blacklist::127, string, 800175
blacklist::128, string, 800179
blacklist::129, string, 800175
blacklist::130, string, 800179
blacklist::131, string, 800175
blacklist::132, string, 800179
blacklist::133, string, 800175
blacklist::134, string, 800179
blacklist::135, string, 800175
blacklist::136, string, 800179
blocks_mined::b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000011
chat.serveur, boolean, 01
chatnumber::b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000018
chunkloaded::b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 00000000000021B7
deathcount::b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000002
diamond_mined::b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000000
fbow.logs.b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000000
ffr.logs.b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000000
fheal.logs.b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000000
fonda::1, string, 800C4D6973746572506170617965
fonda::2, string, 800A4D69737465724C796C65
fonda::3, string, 800C4D6973746572506170617965
fonda::4, string, 800A4D69737465724C796C65
fonda::5, string, 800C4D6973746572506170617965
fonda::6, string, 800A4D69737465724C796C65
fonda::7, string, 800C4D6973746572506170617965
fonda::8, string, 800A4D69737465724C796C65
fonda::9, string, 800C4D6973746572506170617965
fonda::10, string, 800A4D69737465724C796C65
fonda::11, string, 800C4D6973746572506170617965
fonda::12, string, 800A4D69737465724C796C65
fonda::13, string, 800C4D6973746572506170617965
fonda::14, string, 800A4D69737465724C796C65
fonda::15, string, 800C4D6973746572506170617965
fonda::16, string, 800A4D69737465724C796C65
fonda::17, string, 800C4D6973746572506170617965
fonda::18, string, 800A4D69737465724C796C65
fonda::19, string, 800C4D6973746572506170617965
fonda::20, string, 800A4D69737465724C796C65
fonda::21, string, 800C4D6973746572506170617965
fonda::22, string, 800A4D69737465724C796C65
fonda::23, string, 800C4D6973746572506170617965
fonda::24, string, 800A4D69737465724C796C65
fonda::25, string, 800C4D6973746572506170617965
fonda::26, string, 800A4D69737465724C796C65
fonda::27, string, 800C4D6973746572506170617965
fonda::28, string, 800A4D69737465724C796C65
fonda::29, string, 800C4D6973746572506170617965
fonda::30, string, 800A4D69737465724C796C65
fonda::31, string, 800C4D6973746572506170617965
fonda::32, string, 800A4D69737465724C796C65
fonda::33, string, 800C4D6973746572506170617965
fonda::34, string, 800A4D69737465724C796C65
fonda::35, string, 800C4D6973746572506170617965
fonda::36, string, 800A4D69737465724C796C65
fonda::37, string, 800C4D6973746572506170617965
fonda::38, string, 800A4D69737465724C796C65
fonda::39, string, 800C4D6973746572506170617965
fonda::40, string, 800A4D69737465724C796C65
fonda::41, string, 800C4D6973746572506170617965
fonda::42, string, 800A4D69737465724C796C65
fonda::43, string, 800C4D6973746572506170617965
fonda::44, string, 800A4D69737465724C796C65
fonda::45, string, 800C4D6973746572506170617965
fonda::46, string, 800A4D69737465724C796C65
forcf.logs.b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000000
inv.0.main.<none>, itemstack, 810576616C756520805476616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A2044414E44454C494F4E0A2020616D6F756E743A20320A
inv.0.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.1.main.<none>, itemstack, 810576616C756520804A76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A2057484541545F53454544530A
inv.1.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.10.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.10.main.misterpapaye, itemstack, 810576616C756520804C76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204449414D4F4E445F53574F52440A
inv.11.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.11.main.misterpapaye, itemstack, 810576616C756520804976616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A2049524F4E5F53574F52440A
inv.12.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.12.main.misterpapaye, itemstack, 810576616C756520804C76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204449414D4F4E445F53574F52440A
inv.13.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.13.main.misterpapaye, itemstack, 810576616C756520804C76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204449414D4F4E445F53574F52440A
inv.14.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.14.main.misterpapaye, itemstack, 810576616C756520804C76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204449414D4F4E445F53574F52440A
inv.15.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.15.main.misterpapaye, itemstack, 810576616C756520804B76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A20574F4F44454E5F53574F52440A
inv.16.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.16.main.misterpapaye, itemstack, 810576616C756520804C76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204449414D4F4E445F53574F52440A
inv.17.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.17.main.misterpapaye, itemstack, 810576616C756520804C76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204449414D4F4E445F53574F52440A
inv.18.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.18.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.19.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.19.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.2.main.<none>, itemstack, 810576616C756520804476616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A2047524153530A
inv.2.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.20.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.20.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.21.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.21.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.22.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.22.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.23.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.23.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.24.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.24.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.25.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.25.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.26.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.26.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.27.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.27.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.28.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.28.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.29.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.29.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.3.main.<none>, itemstack, 810576616C75652081E776616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A20474F4C445F494E474F540A2020616D6F756E743A20330A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A22676F6C64222C2274657874223A224C696E676F740A2020202020206427276F72227D5D2C2274657874223A22227D270A202020206C6F72653A0A202020202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2267726179222C2274657874223A22556E0A2020202020206C696E676F74206427276F72227D5D2C2274657874223A22227D270A
inv.3.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.30.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.30.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.31.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.31.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.32.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.32.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.33.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.33.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.34.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.34.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.35.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.35.main.misterpapaye, itemstack, 810576616C756520804C76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204449414D4F4E445F53574F52440A
inv.4.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204E45544845524954455F53574F52440A
inv.4.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.5.main.<none>, itemstack, 810576616C75652081E476616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A20454D4552414C440A2020616D6F756E743A20330A20206D6574613A0A202020203D3D3A204974656D4D6574610A202020206D6574612D747970653A20554E53504543494649430A20202020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A22677265656E222C2274657874223A22C3896D657261756465227D5D2C2274657874223A22227D270A202020206C6F72653A0A202020202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2267726179222C2274657874223A22556E650A202020202020C3A96D657261756465206272696C6C616E7465227D5D2C2274657874223A22227D270A
inv.5.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.6.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.6.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.7.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.7.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.8.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.8.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.9.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A2020616D6F756E743A20300A
inv.9.main.misterpapaye, itemstack, 810576616C756520804276616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204149520A
inv.casque.main.<none>, itemstack, 810576616C756520804F76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204E45544845524954455F48454C4D45540A
inv.jambes.main.<none>, itemstack, 810576616C756520805176616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204E45544845524954455F4C454747494E47530A
inv.jambes.main.misterpapaye, itemstack, 810576616C756520805176616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204E45544845524954455F4C454747494E47530A
inv.pieds.main.<none>, itemstack, 810576616C756520804E76616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204E45544845524954455F424F4F54530A
inv.ventre.main.<none>, itemstack, 810576616C756520805376616C75653A0A20203D3D3A206F72672E62756B6B69742E696E76656E746F72792E4974656D537461636B0A2020763A20323937350A2020747970653A204E45544845524954455F4348455354504C4154450A
join-date::<none>, date, 810974696D657374616D700400000193DAE8EAEC
join-date::b6277bea-8eb2-44f2-aea6-62cd54f19387, date, 810974696D657374616D700400000193DAEE6152
join-time::b6277bea-8eb2-44f2-aea6-62cd54f19387, time, 810474696D650300002BAC
kickcount::b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000002
lastbreak::1999ed1c-1ff4-3bbd-b4ff-3b6a31ec27f7, date, 810974696D657374616D700400000193D9E18FA7
lastbreak::b6277bea-8eb2-44f2-aea6-62cd54f19387, date, 810974696D657374616D700400000193E3762247
lastclick::530fa97a-357f-3c19-94d3-0c5c65c18fe8, date, 810974696D657374616D700400000193D9DCD876
lastclick::1999ed1c-1ff4-3bbd-b4ff-3b6a31ec27f7, date, 810974696D657374616D700400000193D9E18FA7
lastclick::b6277bea-8eb2-44f2-aea6-62cd54f19387, date, 810974696D657374616D700400000193E37756CF
list.kit::1, string, 800C4D6973746572506170617965
list.kit::2, string, 800C4D6973746572506170617965
list.kit::3, string, 800C4D6973746572506170617965
list.kit::4, string, 800C4D6973746572506170617965
list.kit::5, string, 800C4D6973746572506170617965
list.kit::6, string, 800C4D6973746572506170617965
list.kit::7, string, 800C4D6973746572506170617965
list.kit::8, string, 800C4D6973746572506170617965
list.kit::9, string, 800C4D6973746572506170617965
list.kit::10, string, 800C4D6973746572506170617965
mode, gamemode, 09535045435441544F52
permmessage, string, 805BC2A7385BC2A73653696C7665726469756DC2A7385DC2BB20C2A76620C2A763566F7573206E276176657A20706173206163636573206120636574746520636F6D6D616E64652E2E2E2028646F6D61676520646F6D6167652E2E2E29
player, offlineplayer, 810475756964800455554944820C6C656173745369674269747304AEA662CD54F193870B6D6F73745369674269747304B6277BEA8EB244F2
player_luckinfo::b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000000
playerarg, offlineplayer, 810475756964800455554944820C6C656173745369674269747304AEA662CD54F193870B6D6F73745369674269747304B6277BEA8EB244F2
prefix::chat, string, 8025C2A7385BC2A76CC2A76253696C766572C2A7382DC2A73663686174C2A7385DC2BB20C2A766
prefix::cheat, string, 8020C2A7385BC2A76353696C7665722D416E74694368656174C2A7385D3E20C2A766
prefix::dium, string, 801BC2A7385BC2A73653696C7665726469756DC2A7385DC2BB20C2A766
prefix::inspect, string, 801DC2A7385BC2A73453696C7665722D496E7370656374C2A7385D20C2A737
prefix::join, string, 801BC2A7385BC2A73653696C7665722D6A6F696EC2A7385D3E20C2A737
prefix::staff, string, 8020C2A7385BC2A73653696C7665722D7374616666746F6F6C73C2A7385D20C2A737
preprefix, string, 8010C2A7385BC2A76CC2A76253696C766572
reach.logs.b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000000
s?, string, 800173
spec.b6277bea-8eb2-44f2-aea6-62cd54f19387, boolean, 01
spec.loc.b6277bea-8eb2-44f2-aea6-62cd54f19387, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C173047064CCCCD0017909C04E000000000000017A094163986FE684533E05706974636808BF198FD10379617708C3273B97
suspect::b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000001
target, string, 800767697665696E76
timeingameh::b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000005
timeingamemn::b6277bea-8eb2-44f2-aea6-62cd54f19387, long, 0000000000000011
used, string, 800D5574696C69736174696F6E203A
vanish::b6277bea-8eb2-44f2-aea6-62cd54f19387, boolean, 00
vanish_loc::b6277bea-8eb2-44f2-aea6-62cd54f19387, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C17304707B333330017909C04E000000000000017A094163986FF2F648A40570697463680841319A260379617708C2CFDD7A

